time,street_id,city,sensor_aqi,temp,humidity,wind_speed,current_speed,free_flow_speed,confidence,pm25,no2,so2,co,emission_intensity,lat,lon,TARGET_VAL,industrial_pollution,traffic,aqi_lag1,aqi_lag3,aqi_lag6,aqi_lag12,aqi_lag24,aqi_roll3,aqi_roll6,aqi_roll12,aqi_roll24,aqi_roll6_std,hour,day_of_week,is_weekend,month,industrial_shift,peak_traffic,target_6,target_12,target_18,target_24
2026-04-25 14:00:00,Thazhankuppam_St_01,Chennai,79.77708333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,79.77708333333334,146.76838213530513,30.0,80.43488333333333,94.013,77.39051666666666,62.73918333333334,84.27813333333333,82.38312777777777,85.08229999999999,77.98267361111111,73.4822923611111,5.249276636727175,14,5,1,4,1,0,61.418866666666666,58.597366666666666,76.55186666666667,90.8977
2026-04-25 15:00:00,Thazhankuppam_St_01,Chennai,84.71508333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,84.71508333333334,146.76838213530513,30.0,79.77708333333334,86.93741666666666,86.16316666666667,50.14496666666667,81.17580000000001,81.64235000000001,84.84095277777779,80.86351666666667,73.62976250000001,5.222865314816553,15,5,1,4,1,0,58.3866,54.7354,78.21923333333334,84.5811
2026-04-25 16:00:00,Thazhankuppam_St_01,Chennai,90.27358333333332,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,90.27358333333332,146.76838213530513,30.0,84.71508333333334,80.43488333333333,83.16825,66.65325,82.73193333333334,84.92191666666668,86.02517499999999,82.83187777777778,73.94399791666666,5.5622451766226595,16,5,1,4,0,0,63.61486666666666,72.48596666666667,91.58313333333332,77.93416666666667
2026-04-25 17:00:00,Thazhankuppam_St_01,Chennai,86.67878333333333,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,86.67878333333333,146.76838213530513,30.0,90.27358333333332,79.77708333333334,94.013,68.99300000000001,80.56545,87.22248333333334,84.80280555555557,84.30569305555555,74.1987201388889,4.05831468210189,17,5,1,4,0,1,58.8416,67.8378,80.68041666666667,75.53763333333333
2026-04-25 18:00:00,Thazhankuppam_St_01,Chennai,79.97328333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,79.97328333333334,146.76838213530513,30.0,86.67878333333333,84.71508333333334,86.93741666666666,76.85618333333333,77.25785,85.64188333333334,83.64211666666667,84.56545138888889,74.31186319444444,4.3135627597923465,18,5,1,4,0,1,54.923,68.49571666666667,84.59603333333334,71.96313333333333
2026-04-25 19:00:00,Thazhankuppam_St_01,Chennai,80.53541666666666,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,80.53541666666666,146.76838213530513,30.0,79.97328333333334,90.27358333333332,80.43488333333333,85.26036666666667,70.8279,82.39582777777778,83.65887222222223,84.17170555555556,74.71634305555555,4.298782924434323,19,5,1,4,0,1,62.27971666666667,76.90665,89.70733333333334,67.43678333333334
2026-04-25 20:00:00,Thazhankuppam_St_01,Chennai,61.418866666666666,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,61.418866666666666,146.76838213530513,30.0,80.53541666666666,86.67878333333333,79.77708333333334,77.39051666666666,67.12831666666666,73.97585555555557,80.59916944444446,82.84073472222222,74.47844930555556,10.156540245184226,20,5,1,4,0,0,58.597366666666666,76.55186666666667,90.8977,71.92758333333335
2026-04-25 21:00:00,Thazhankuppam_St_01,Chennai,58.3866,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,58.3866,146.76838213530513,30.0,61.418866666666666,79.97328333333334,84.71508333333334,86.16316666666667,65.77868333333333,66.78029444444445,76.2110888888889,80.52602083333333,74.17044583333333,13.241620272243749,21,5,1,4,0,0,54.7354,78.21923333333334,84.5811,66.70581666666666
2026-04-25 22:00:00,Thazhankuppam_St_01,Chennai,63.61486666666666,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,63.61486666666666,146.76838213530513,30.0,58.3866,80.53541666666666,90.27358333333332,83.16825,62.7623,61.14011111111111,71.76796944444445,78.89657222222222,74.20596944444445,11.993045810447441,22,5,1,4,1,0,72.48596666666667,91.58313333333332,77.93416666666667,61.1893
2026-04-25 23:00:00,Thazhankuppam_St_01,Chennai,58.8416,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,58.8416,146.76838213530513,30.0,63.61486666666666,61.418866666666666,86.67878333333333,94.013,61.06636666666667,60.28102222222222,67.12843888888888,75.96562222222222,74.11327083333335,10.341885056284822,23,5,1,4,1,0,67.8378,80.68041666666667,75.53763333333333,48.5161
2026-04-26 00:00:00,Thazhankuppam_St_01,Chennai,54.923,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,54.923,146.76838213530513,30.0,58.8416,58.3866,79.97328333333334,86.93741666666666,57.282583333333335,59.12648888888889,62.95339166666667,73.29775416666668,74.01495486111112,9.10131338224048,0,6,1,4,0,0,68.49571666666667,84.59603333333334,71.96313333333333,64.57818333333334
2026-04-26 01:00:00,Thazhankuppam_St_01,Chennai,62.27971666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,62.27971666666667,146.76838213530513,30.0,54.923,63.61486666666666,80.53541666666666,80.43488333333333,58.46656666666667,58.68143888888889,59.910775,71.78482361111112,74.17383611111111,3.1607171411589787,1,6,1,4,0,0,76.90665,89.70733333333334,67.43678333333334,56.14375
2026-04-26 02:00:00,Thazhankuppam_St_01,Chennai,58.597366666666666,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,58.597366666666666,146.76838213530513,30.0,62.27971666666667,58.8416,61.418866666666666,79.77708333333334,62.73918333333334,58.60002777777779,59.44052500000001,70.01984722222223,74.00126041666667,3.10079199018834,2,6,1,4,0,0,76.55186666666667,90.8977,71.92758333333335,67.68823333333334
2026-04-26 03:00:00,Thazhankuppam_St_01,Chennai,54.7354,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,54.7354,146.76838213530513,30.0,58.597366666666666,54.923,58.3866,84.71508333333334,50.14496666666667,58.53749444444444,58.83199166666666,67.52154027777779,74.19252847222222,3.657324740446602,3,6,1,4,0,0,78.21923333333334,84.5811,66.70581666666666,65.3625
2026-04-26 04:00:00,Thazhankuppam_St_01,Chennai,72.48596666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,72.48596666666667,146.76838213530513,30.0,54.7354,62.27971666666667,63.61486666666666,90.27358333333332,66.65325,61.93957777777778,60.31050833333334,66.03923888888889,74.43555833333333,6.59271100714642,4,6,1,4,0,0,91.58313333333332,77.93416666666667,61.1893,68.79575
2026-04-26 05:00:00,Thazhankuppam_St_01,Chennai,67.8378,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,67.8378,146.76838213530513,30.0,72.48596666666667,58.597366666666666,58.8416,86.67878333333333,68.99300000000001,65.01972222222223,61.809875000000005,64.46915694444445,74.387425,7.187948495299821,5,6,1,4,0,0,80.68041666666667,75.53763333333333,48.5161,65.78043333333333
2026-04-26 06:00:00,Thazhankuppam_St_01,Chennai,68.49571666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,68.49571666666667,146.76838213530513,30.0,67.8378,54.7354,54.923,79.97328333333334,76.85618333333333,69.60649444444445,64.07199444444444,63.51269305555556,74.03907222222222,6.706733080955654,6,6,1,4,1,0,84.59603333333334,71.96313333333333,64.57818333333334,87.31185
2026-04-26 07:00:00,Thazhankuppam_St_01,Chennai,76.90665,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,76.90665,146.76838213530513,30.0,68.49571666666667,72.48596666666667,62.27971666666667,80.53541666666666,85.26036666666667,71.08005555555557,66.50981666666667,63.21029583333333,73.69100069444444,8.375674343836431,7,6,1,4,1,1,89.70733333333334,67.43678333333334,56.14375,78.60168333333334
2026-04-26 08:00:00,Thazhankuppam_St_01,Chennai,76.55186666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,76.55186666666667,146.76838213530513,30.0,76.90665,67.8378,58.597366666666666,61.418866666666666,77.39051666666666,73.98474444444444,69.50223333333334,64.47137916666667,73.65605694444444,8.188628233450741,8,6,1,4,1,1,90.8977,71.92758333333335,67.68823333333334,88.52178333333333
2026-04-26 09:00:00,Thazhankuppam_St_01,Chennai,78.21923333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,78.21923333333334,146.76838213530513,30.0,76.55186666666667,68.49571666666667,54.7354,58.3866,86.16316666666667,77.22591666666668,73.41620555555556,66.12409861111111,73.32505972222222,4.500662455593089,9,6,1,4,0,1,84.5811,66.70581666666666,65.3625,76.28975
2026-04-26 10:00:00,Thazhankuppam_St_01,Chennai,91.58313333333332,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,91.58313333333332,146.76838213530513,30.0,78.21923333333334,76.90665,72.48596666666667,63.61486666666666,83.16825,82.11807777777778,76.59906666666667,68.4547875,73.6756798611111,8.59846618965008,10,6,1,4,0,0,77.93416666666667,61.1893,68.79575,84.43251666666667
2026-04-26 11:00:00,Thazhankuppam_St_01,Chennai,80.68041666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,80.68041666666667,146.76838213530513,30.0,91.58313333333332,76.55186666666667,67.8378,58.8416,94.013,83.4942611111111,78.73950277777779,70.27468888888889,73.12015555555556,7.511017611700068,11,6,1,4,0,0,75.53763333333333,48.5161,65.78043333333333,87.49258333333334
2026-04-26 12:00:00,Thazhankuppam_St_01,Chennai,84.59603333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,84.59603333333334,146.76838213530513,30.0,80.68041666666667,78.21923333333334,68.49571666666667,54.923,86.93741666666666,85.61986111111112,81.42288888888889,72.74744166666667,73.02259791666667,5.800644066765036,12,6,1,4,0,0,71.96313333333333,64.57818333333334,87.31185,93.7008
2026-04-26 13:00:00,Thazhankuppam_St_01,Chennai,89.70733333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,89.70733333333334,146.76838213530513,30.0,84.59603333333334,91.58313333333332,76.90665,62.27971666666667,80.43488333333333,84.99459444444445,83.55633611111112,75.03307638888889,73.40894999999999,6.150827289040233,13,6,1,4,0,0,67.43678333333334,56.14375,78.60168333333334,79.85365
2026-04-26 14:00:00,Thazhankuppam_St_01,Chennai,90.8977,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,90.8977,146.76838213530513,30.0,89.70733333333334,80.68041666666667,76.55186666666667,58.597366666666666,79.77708333333334,88.40035555555556,85.94730833333334,77.72477083333332,73.87230902777777,5.651476342413663,14,6,1,4,1,0,71.92758333333335,67.68823333333334,88.52178333333333,88.91669999999999
2026-04-26 15:00:00,Thazhankuppam_St_01,Chennai,84.5811,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,84.5811,146.76838213530513,30.0,90.8977,84.59603333333334,78.21923333333334,54.7354,84.71508333333334,88.3953777777778,87.00761944444446,80.2119125,73.86672638888889,4.361049147502858,15,6,1,4,1,0,66.70581666666666,65.3625,76.28975,89.26593333333334
2026-04-26 16:00:00,Thazhankuppam_St_01,Chennai,77.93416666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,77.93416666666667,146.76838213530513,30.0,84.5811,89.70733333333334,91.58313333333332,72.48596666666667,90.27358333333332,84.4709888888889,84.73279166666667,80.66592916666667,73.35258402777778,5.008730733160421,16,6,1,4,0,0,61.1893,68.79575,84.43251666666667,70.64405000000001
2026-04-26 17:00:00,Thazhankuppam_St_01,Chennai,75.53763333333333,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,75.53763333333333,146.76838213530513,30.0,77.93416666666667,90.8977,80.68041666666667,67.8378,86.67878333333333,79.35096666666668,83.87566111111111,81.30758194444444,72.88836944444445,6.15074100715306,17,6,1,4,0,1,48.5161,65.78043333333333,87.49258333333334,81.79653333333333
2026-04-26 18:00:00,Thazhankuppam_St_01,Chennai,71.96313333333333,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,71.96313333333333,146.76838213530513,30.0,75.53763333333333,84.5811,84.59603333333334,68.49571666666667,79.97328333333334,75.14497777777778,81.77017777777779,81.59653333333334,72.55461319444444,7.796782621074955,18,6,1,4,0,1,64.57818333333334,87.31185,93.7008,78.71366666666667
2026-04-26 19:00:00,Thazhankuppam_St_01,Chennai,67.43678333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,67.43678333333334,146.76838213530513,30.0,71.96313333333333,77.93416666666667,89.70733333333334,76.90665,80.53541666666666,71.64585000000001,78.05841944444444,80.80737777777779,72.00883680555556,8.529172933385858,19,6,1,4,0,1,56.14375,78.60168333333334,79.85365,64.56473333333332
2026-04-26 20:00:00,Thazhankuppam_St_01,Chennai,71.92758333333335,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,71.92758333333335,146.76838213530513,30.0,67.43678333333334,75.53763333333333,90.8977,76.55186666666667,61.418866666666666,70.44250000000001,74.89673333333333,80.42202083333335,72.4467,5.941320164473364,20,6,1,4,0,0,67.68823333333334,88.52178333333333,88.91669999999999,65.04509999999999
2026-04-26 21:00:00,Thazhankuppam_St_01,Chennai,66.70581666666666,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,66.70581666666666,146.76838213530513,30.0,71.92758333333335,71.96313333333333,84.5811,78.21923333333334,58.3866,68.69006111111112,71.91751944444445,79.46256944444444,72.79333402777779,4.394230130870054,21,6,1,4,0,0,65.3625,76.28975,89.26593333333334,62.38946666666666
2026-04-26 22:00:00,Thazhankuppam_St_01,Chennai,61.1893,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,61.1893,146.76838213530513,30.0,66.70581666666666,67.43678333333334,77.93416666666667,91.58313333333332,63.61486666666666,66.60756666666668,69.12670833333334,76.92975,72.69226875,5.07364131407227,22,6,1,4,1,0,68.79575,84.43251666666667,70.64405000000001,55.32578333333333
2026-04-26 23:00:00,Thazhankuppam_St_01,Chennai,48.5161,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,48.5161,146.76838213530513,30.0,61.1893,71.92758333333335,75.53763333333333,80.68041666666667,58.8416,58.803738888888894,64.62311944444444,74.24939027777778,72.26203958333333,8.839824886874268,23,6,1,4,1,0,65.78043333333333,87.49258333333334,81.79653333333333,55.904183333333336
2026-04-27 00:00:00,Thazhankuppam_St_01,Chennai,64.57818333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,64.57818333333334,146.76838213530513,30.0,48.5161,66.70581666666666,71.96313333333333,84.59603333333334,54.923,58.094527777777785,63.39229444444445,72.58123611111111,72.66433888888889,8.096285005288022,0,0,0,4,0,0,87.31185,93.7008,78.71366666666667,61.445166666666665
2026-04-27 01:00:00,Thazhankuppam_St_01,Chennai,56.14375,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,56.14375,146.76838213530513,30.0,64.57818333333334,61.1893,67.43678333333334,89.70733333333334,62.27971666666667,56.41267777777779,61.51012222222223,69.78427083333334,72.40867361111111,8.278613736373615,1,0,0,4,0,0,78.60168333333334,79.85365,64.56473333333332,61.60748333333333
2026-04-27 02:00:00,Thazhankuppam_St_01,Chennai,67.68823333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,67.68823333333334,146.76838213530513,30.0,56.14375,48.5161,71.92758333333335,90.8977,58.597366666666666,62.8033888888889,60.803563888888895,67.85014861111112,72.78745972222222,7.3393111367440325,2,0,0,4,0,0,88.52178333333333,88.91669999999999,65.04509999999999,62.292366666666666
2026-04-27 03:00:00,Thazhankuppam_St_01,Chennai,65.3625,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,65.3625,146.76838213530513,30.0,67.68823333333334,64.57818333333334,66.70581666666666,84.5811,54.7354,63.06482777777777,60.57967777777779,66.2485986111111,73.23025555555556,7.141064353128202,3,0,0,4,0,0,76.28975,89.26593333333334,62.38946666666666,66.80916666666667
2026-04-27 04:00:00,Thazhankuppam_St_01,Chennai,68.79575,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,68.79575,146.76838213530513,30.0,65.3625,56.14375,61.1893,77.93416666666667,72.48596666666667,67.28216111111111,61.84741944444445,65.48706388888888,73.07649652777778,7.905228527805116,4,0,0,4,0,0,84.43251666666667,70.64405000000001,55.32578333333333,59.5112
2026-04-27 05:00:00,Thazhankuppam_St_01,Chennai,65.78043333333333,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,65.78043333333333,146.76838213530513,30.0,68.79575,67.68823333333334,48.5161,75.53763333333333,67.8378,66.64622777777778,64.72480833333333,64.67396388888889,72.99077291666667,4.484005120360194,5,0,0,4,0,0,87.49258333333334,81.79653333333333,55.904183333333336,66.66283333333332
2026-04-27 06:00:00,Thazhankuppam_St_01,Chennai,87.31185,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,87.31185,146.76838213530513,30.0,65.78043333333333,65.3625,64.57818333333334,71.96313333333333,68.49571666666667,73.96267777777778,68.51375277777778,65.95302361111112,73.77477847222222,10.242537399879733,6,0,0,4,1,0,93.7008,78.71366666666667,61.445166666666665,71.42691666666667
2026-04-27 07:00:00,Thazhankuppam_St_01,Chennai,78.60168333333334,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,78.60168333333334,146.76838213530513,30.0,87.31185,68.79575,56.14375,67.43678333333334,76.90665,77.23132222222223,72.25674166666667,66.88343194444444,73.8454048611111,8.823122363166947,7,0,0,4,1,1,79.85365,64.56473333333332,61.60748333333333,76.84961666666666
2026-04-27 08:00:00,Thazhankuppam_St_01,Chennai,88.52178333333333,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,88.52178333333333,146.76838213530513,30.0,78.60168333333334,65.78043333333333,67.68823333333334,71.92758333333335,76.55186666666667,84.81177222222222,75.729,68.26628194444446,74.34415138888889,10.588468119641613,8,0,0,4,1,1,88.91669999999999,65.04509999999999,62.292366666666666,77.38483333333333
2026-04-27 09:00:00,Thazhankuppam_St_01,Chennai,76.28975,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,76.28975,146.76838213530513,30.0,88.52178333333333,87.31185,65.3625,66.70581666666666,78.21923333333334,81.1377388888889,77.55020833333333,69.06494305555556,74.26375625,9.311579942796147,9,0,0,4,0,1,89.26593333333334,62.38946666666666,66.80916666666667,75.99516666666666
2026-04-27 10:00:00,Thazhankuppam_St_01,Chennai,84.43251666666667,37.28,54.0,9.48,30.0,30.0,1.0,54.7106454263474,36.72872659692536,21.835680613359497,10.83503943738432,146.76838213530513,13.229825,80.32917,84.43251666666667,146.76838213530513,30.0,76.28975,78.60168333333334,68.79575,61.1893,91.58313333333332,83.08135,80.15633611111112,71.00187777777778,73.96581388888889,8.52645084986465,10,0,0,4,0,0,70.64405000000001,55.32578333333333,59.5112,83.40476666666667
