time,street_id,city,aqi,pm25,pm10,no2,so2,temp,humidity,wind
2026-05-01 13:00:00,Thazhankuppam_St_02,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_03,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_04,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_05,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_06,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_07,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_08,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_09,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_10,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_11,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_12,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_13,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_14,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_15,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_16,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_17,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_18,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_19,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_20,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_21,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_22,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_23,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_24,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_25,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_26,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_27,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_28,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_29,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 13:00:00,Thazhankuppam_St_30,Chennai,147,78,60,4.3,6.9,37,48.367000000000004,0.48
2026-05-01 14:00:00,Thazhankuppam_St_01,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_02,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_03,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_04,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_05,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_06,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_07,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_08,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_09,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_10,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_11,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_12,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_13,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_14,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_15,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_16,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_17,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_18,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_19,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_20,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_21,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_22,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_23,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_24,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_25,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_26,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_27,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_28,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_29,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 14:00:00,Thazhankuppam_St_30,Chennai,89,89,60,4.1,6.5,38,48.01633333333333,0.5866666666666668
2026-05-01 15:00:00,Thazhankuppam_St_01,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_02,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_03,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_04,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_05,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_06,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_07,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_08,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_09,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_10,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_11,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_12,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_13,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_14,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_15,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_16,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_17,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_18,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_19,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_20,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_21,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_22,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_23,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_24,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_25,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_26,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_27,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_28,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_29,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 15:00:00,Thazhankuppam_St_30,Chennai,86,86,60,4.1,6.6,38,48.567,0.735
2026-05-01 16:00:00,Thazhankuppam_St_01,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_02,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_03,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_04,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_05,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_06,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_07,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_08,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_09,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_10,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_11,Chennai,79,79,59,4.3,6.7,36,51.9375,0.735
2026-05-01 16:00:00,Thazhankuppam_St_12,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_13,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_14,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_15,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_16,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_17,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_18,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_19,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_20,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_21,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_22,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_23,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_24,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_25,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_26,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_27,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_28,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_29,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_30,Chennai,78,78,62,3.9,7.0,36,53.468999999999994,0.7400000000000001
2026-05-01 16:00:00,Thazhankuppam_St_01,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_02,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_03,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_04,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_05,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_06,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_07,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_08,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_09,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_10,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_11,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_12,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_13,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_14,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_15,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_16,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_17,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_18,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_19,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_20,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_21,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_22,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_23,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_24,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_25,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_26,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_27,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_28,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_29,Chennai,120,100,80,20,10,30,65,3
2026-05-01 16:00:00,Thazhankuppam_St_30,Chennai,120,100,80,20,10,30,65,3
2026-05-01 18:00:00,Thazhankuppam_St_01,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_02,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_03,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_04,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_05,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_06,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_07,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_08,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_09,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_10,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_11,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_12,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_13,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_14,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_15,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_16,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_17,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_18,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_19,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_20,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_21,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_22,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_23,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_24,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_25,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_26,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_27,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_28,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_29,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-01 18:00:00,Thazhankuppam_St_30,Chennai,83,83,58,4.2,7.1,35,63.753,0.62
2026-05-02 11:00:00,Thazhankuppam_St_01,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
2026-05-02 11:00:00,Thazhankuppam_St_02,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
2026-05-02 11:00:00,Thazhankuppam_St_03,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
2026-05-02 11:00:00,Thazhankuppam_St_04,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
2026-05-02 11:00:00,Thazhankuppam_St_05,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
2026-05-02 11:00:00,Thazhankuppam_St_06,Chennai,135,57,51,3.8,6.3,36.5,55.208749999999995,1.0725
